_1,_2
Dá-lhe,13
críticas,13
bla,13
mensalão,13
confiança,13
esperando,13
Fidel,13
Nos,13
falo,13
4⃣5⃣✅,13
perguntando,13
fugir,13
Votem,13
Campanha,13
governos,13
Mudança,13
"demais,",13
"coque,",13
integral,13
leve,13
matar,13
sério.,13
SBT.,13
internet,13
adora,13
"\"\"O",13
respondendo,13
adversária,13
Cuba,13
#AecioPresidente,13
cola,13
agora?,13
PT?,13
VAI,13
coxinha,13
mora,13
é?,13
nesta,13
papel,13
globo,12
jornalistas,12
governa,12
adesivos,12
pergunta.,12
trazer,12
intenções,12
venceu,12
Há,12
salva,12
porém,12
Deve,12
Sempre,12
hino,12
sera,12
fazia,12
nele.,12
Votar,12
Pqp,12
terrorismo,12
controle,12
bons,12
Sul,12
embora,12
aplaude,12
inimigo,12
cara.,12
projeto,12
foco,12
toca,12
"dela,",12
"Collor,",12
proibir,12
construído,12
BRASIL,12
curte,12
vaias,12
palma,12
agride,12
botou,12
ela.,12
"Não,",12
"\"Aécio:",12
le,12
corrupto,12
trocar,12
kkkkkkkkkkk,12
construir,12
@folha_com:,12
brigando,12
vermelho,12
meu.,12
neles,12
piorar,12
quais,12
podre,12
denúncias,12
cínico.,12
Mulher,12
hoje?,12
#Brasil,12
propina,12
#Aecio45Confirma,12
"turno,",12
Petistas,12
rabo,12
militantes,12
#ForaDilmaeLeveOPTJunto,12
👏👏,12
abrir,12
terceiro,12
Claudio,12
Acorda,12
"\"\"\"Dilma",12
"Deus,",12
&amp;,12
dormir,12
"saúde,",12
"Aécio\"\"\"",12
"aeroporto,",12
😂😂😂😂😂,12
kkkkkkkkkk,12
"lá,",12
liga,12
conseguir,12
Cássio,12
Oh,12
três,12
políticas,12
#AecioEmTodoBrasil45,12
proíbe,12
PSB,12
Kkkkkkkkkk,12
aparecer,12
contar,12
fdp,12
Plano,12
aumentar,12
doido,12
votei,12
admitir,12
Justiça,12
feia,12
tomando,12
"merda,",12
"família,",12
desrespeita,12
apresentar,12
terrorista,12
privatize,12
luz,12
Brasil...,12
@geraldoalckmin_,12
"campanha,",12
ex,12
dizer:,12
insulta,12
perfil,12
verdades,12
papo,12
significa,12
Ei,12
Ja,12
situação,12
caminhada,12
"aí,",12
#EuVouComAécio,12
derrota,12
"então,",12
16,12
pareceres,12
pressão.,12
oposição,12
paga,12
👊,12
#AécioLeviano,12
“@VEJA:,12
espero,12
rsrs,12
Pessoal,12
cantar,12
ridícula,12
troca,11
aciona,11
firme,11
Neca,11
penal,11
Maior,11
respeitar,11
#CÁSSIO45,11
✌,11
90%,11
"é,",11
vizinhos,11
fique,11
Vergonha,11
o/,11
bem!,11
@silva_marina,11
quadrilha,11
veja,11
melhorou,11
Pezão,11
2009,11
conquistando,11
velho,11
Record.,11
estavam,11
«,11
Neves:,11
Sra,11
"Ah,",11
fode,11
Marconi,11
larga,11
preço,11
candidata.,11
Campina,11
uso,11
soco,11
que?,11
grandes,11
parecendo,11
Esta,11
comportamento,11
ein,11
revela,11
fazenda,11
sabemos,11
2012,11
Dale,11
#XupaAécio,11
"\"Se",11
estratégia,11
Goiânia,11
censura,11
estaria,11
Aécio),11
prefeito,11
recado,11
Tio,11
tweet,11
Hj,11
comigo,11
Praça,11
censurar,11
moço,11
Bora,11
enrola,11
Gilma,11
Tão,11
pesado,11
problemas,11
reclama,11
creche,11
terra,11
cresceu,11
querido,11
pisando,11
"Mas,",11
segue,11
ofende,11
aumenta,11
@hugo_campanha,11
Era,11
mudando,11
crianças,11
"seja,",11
Acabei,11
transformar,11
Fraga,11
